date_min_t;lon_t;lat_t;min_t;hora
2017 08 08 00 15;-73.979;7.773;197.8;00
2017 08 07 23 45;-73.979;7.773;199.3;23
2017 08 07 23 15;-73.836;7.773;206.0;23
2017 08 08 23 45;-74.407;6.199;190.8;23
2017 08 12 00 15;-73.979;6.772;191.7;00
2017 08 15 04 45;-73.979;6.628;206.6;04
2017 08 17 01 15;-73.836;7.773;201.6;01
2017 08 17 01 15;-74.407;6.056;216.4;01
2017 08 18 01 45;-73.407;7.63;194.6;01
2017 08 17 21 45;-74.264;6.915;205.2;21
2017 08 17 21 15;-73.55;7.63;207.0;21
2017 08 18 02 45;-73.693;7.916;194.3;02
2017 08 18 22 45;-74.836;5.198;187.7;22
2017 08 18 23 15;-74.407;5.77;224.7;23
2017 08 19 01 45;-74.264;6.342;201.6;01
2017 08 24 01 45;-74.121;6.915;195.9;01
2017 08 26 20 45;-73.693;7.773;202.0;20
2017 08 26 22 15;-73.979;7.344;196.9;22
2017 08 28 05 15;-73.55;7.63;199.9;05
2017 08 28 03 45;-73.693;7.058;217.8;03
2017 08 29 00 45;-74.407;6.628;195.7;00
2017 08 29 05 45;-74.121;7.63;204.7;05
2017 09 02 20 45;-74.121;6.199;221.6;20
2017 09 04 21 45;-74.407;6.628;203.3;21
2017 09 05 22 45;-74.264;6.056;193.1;22
2017 09 07 02 45;-73.836;7.63;194.8;02
2017 09 06 23 45;-73.836;7.058;197.0;23
2017 09 09 23 15;-74.121;6.915;195.9;23
2017 09 12 05 15;-73.979;6.915;208.2;05
2017 09 12 03 45;-73.979;6.772;224.7;03
2017 09 12 04 45;-74.55;5.913;222.0;04
2017 09 14 20 45;-74.407;6.628;205.8;20
2017 09 15 21 45;-74.55;6.199;195.7;21
2017 09 20 03 15;-74.836;5.77;192.1;03
2017 09 19 20 15;-73.407;7.916;202.6;20
2017 09 20 01 15;-74.264;6.915;206.7;01
2017 09 20 02 45;-73.55;7.058;218.9;02
2017 09 22 21 45;-74.407;6.628;199.3;21
2017 09 26 02 45;-74.121;7.058;192.7;02
2017 09 25 23 45;-74.121;6.056;222.2;23
2017 09 29 03 45;-74.264;7.058;206.2;03
2017 10 01 22 15;-73.836;6.915;193.2;22
2017 10 01 21 15;-74.693;5.055;196.1;21
2017 10 01 21 15;-73.979;7.058;202.2;21
2017 10 02 21 45;-73.693;7.773;194.6;21
2017 10 02 21 15;-73.55;7.916;192.5;21
2017 10 04 00 15;-74.55;5.913;190.3;00
2017 10 09 00 45;-73.979;7.63;200.5;00
2017 10 09 22 45;-73.693;7.344;196.1;22
2017 10 09 20 15;-73.979;7.201;201.8;20
2017 10 11 01 45;-74.836;5.341;189.6;01
2017 10 14 03 45;-74.407;7.058;197.4;03
2017 10 21 23 45;-74.836;5.484;186.7;23
2017 10 26 05 45;-74.121;7.058;200.6;05
2017 10 28 02 15;-73.836;6.915;196.7;02
2017 10 28 22 15;-73.836;7.344;191.0;22
2017 11 01 04 45;-73.693;7.201;204.2;04
2017 11 01 03 45;-73.693;7.201;220.4;03
2017 11 02 03 45;-73.836;7.058;208.0;03
2017 11 02 04 45;-73.836;6.485;214.1;04
2017 11 03 01 15;-73.836;7.058;208.6;01
2017 11 03 23 45;-74.264;6.056;188.8;23
2017 11 03 21 45;-74.121;6.915;204.8;21
2017 11 04 03 45;-74.121;6.915;196.7;03
2017 11 05 05 15;-74.55;6.056;212.8;05
2017 11 07 23 45;-73.979;7.058;206.8;23
2017 11 08 21 15;-73.693;6.915;199.1;21
2017 11 10 00 15;-73.836;7.058;208.2;00
2017 11 10 23 45;-74.836;5.341;202.6;23
2017 11 10 23 15;-74.693;5.484;208.2;23
2017 11 10 22 45;-74.693;5.341;220.9;22
2017 11 10 23 45;-74.264;6.628;225.5;23
2017 11 11 04 45;-74.264;6.628;216.5;04
2017 11 12 00 45;-73.407;7.201;216.0;00
2017 11 13 04 45;-74.693;6.199;192.5;04
2017 11 14 00 45;-74.693;5.627;196.1;00
2017 11 17 00 45;-73.836;6.628;197.7;00
2017 11 20 01 45;-73.836;7.058;214.6;01
2017 11 23 00 45;-74.264;7.058;216.6;00
2017 11 23 01 45;-73.264;7.63;216.9;01
2017 11 23 04 45;-73.55;7.058;219.8;04
2017 11 24 03 15;-73.55;7.63;192.0;03
2017 11 23 20 15;-74.264;6.915;212.0;20
2017 11 24 03 45;-73.55;7.773;192.7;03
2017 11 24 03 15;-73.55;7.63;192.0;03
2017 11 26 03 15;-73.693;6.772;223.2;03
2017 11 27 02 45;-74.836;5.77;195.1;02
2017 11 28 02 15;-74.264;6.199;201.8;02
2017 11 27 22 15;-73.55;7.487;207.5;22
2017 11 28 00 45;-73.979;7.487;207.3;00
2017 11 28 03 15;-73.55;7.201;215.5;03
2017 11 29 20 15;-74.407;6.915;211.8;20
2017 11 29 23 45;-74.407;5.913;195.2;23
2017 11 30 23 45;-73.264;7.63;210.6;23
2017 12 01 22 45;-73.55;7.63;198.5;22
2017 12 01 20 45;-73.264;7.63;209.1;20
2017 12 01 23 45;-74.836;5.77;210.6;23
2017 12 02 04 45;-73.55;6.915;207.7;04
2017 12 02 21 45;-74.836;5.484;217.7;21
2017 12 03 04 45;-73.55;7.201;228.8;04
2017 12 04 22 45;-74.55;6.485;200.6;22
2017 12 07 00 45;-74.693;6.056;221.7;00
2017 12 07 22 15;-74.55;5.913;192.4;22
2017 12 07 21 15;-74.693;5.913;206.3;21
2017 12 10 00 15;-73.264;7.487;209.3;00
2017 12 11 00 15;-73.693;7.201;210.9;00
2017 12 11 21 15;-74.836;5.913;207.5;21
2017 12 12 03 15;-73.407;7.773;228.9;03
2017 12 13 04 15;-73.979;6.772;224.0;04
2017 12 28 23 45;-74.836;5.484;202.5;23
2017 12 30 02 45;-74.121;6.485;207.4;02
2017 12 30 05 45;-73.979;6.915;208.9;05
2017 12 31 01 15;-73.693;7.63;221.1;01
2017 12 31 01 15;-74.264;7.058;225.2;01
